,Name,ID,RAM,Processor,Model,Brand,Screen Size,Connectivity,OS,Camera,Storage,Price
8371,Apple iPhone 8 - 64GB - Space Gray (T-Mobile) A1905 (GSM),295492454840,,Hexa Core,Apple iPhone 8,Apple,4.7 in,"Bluetooth, Wi-Fi, NFC",,12.0 MP,64 GB,120.00
8373,New ListingLG K500 K51 T-Mobile Smartphone Fingerprint Reader GOOD,256314314647,3 GB,Octa Core,LG K51,LG,6.5 in,"USB Type-C, Bluetooth, 4G, Wi-Fi",Android,"5.0 MP, 13.0 MP, 2.0 MP",32 GB,74.95
8374,Samsung Entro SPH-M270  Black (Virgin Mobile) Cellular flip Phone ,265327163571,1 GB,Quad Core,M270,Samsung,1.8 in,2G,Android,8.0 MP,128 MB,9.75
8375,Lot of 4 Samsung SGH T599 T959 T769 T399 (T-Mobile) Cell Phone Pre Production,165333273569,,,3 different,Samsung,,,Android,,123 KB,49.88
8376,Apple iPhone SE 2nd Gen. (PRODUCT)RED - 64GB (T-Mobile) A2275 (CDMA + GSM),386093268103,,Hexa Core,Apple iPhone SE (2nd Generation),Apple,4.7 in,"Bluetooth, 4G, Wi-Fi, Lightning, NFC",iOS,12.0 MP,64 GB,130.00
8378,New in Sealed Box Apple iPhone 8 64GB Unlocked Smartphone T-Mobile AT&T Verizon,403294930039,2 GB,Hexa Core,Apple iPhone 8,Apple,4.7 in,"3G, 4G, Bluetooth, GPRS, GPS, Lightning, LTE, WAP, Wi-Fi",iOS,12.0 MP,,263.66
8379,Apple iPhone 11 Pro - 64GB - Midnight Green (T-Mobile) A2160 (CDMA + GSM),265694172487,,Hexa Core,Apple iPhone 11 Pro,Apple,5.8 in,"Bluetooth, 4G, Wi-Fi, Lightning, NFC",iOS,12.0 MP,64 GB,425.00
8382,New Sealed LG Tribute Dynasty Champagne 16GB Boost Mobile 4G LTE Prepaid,325154904380,2 GB,Octa Core,LG Tribute Dynasty,LG,5 in,"Bluetooth, 4G, 3G, Wi-Fi, 2G, Micro USB, Tri-Band, NFC, GPRS, GPS, LTE, Dual-Band",Android,8.0 MP,16 GB,135.00
8383,SHARP SH-01J AQUOS mobile phone blue black SIM unlocked docomo LTE Japan,195586564715,,,SH-01J,Sharp,,LTE,,,8 GB,59.49
8386,Apple iPhone 11 - 64GB - Black (T-Mobile) A2111 (CDMA + GSM),144518637599,,Hexa Core,Apple iPhone 11,Apple,6.1 in,"Bluetooth, 4G, Wi-Fi, Lightning, NFC",iOS,12.0 MP,64 GB,540.00
8388,Samsung Galaxy S5 SM-G900 16GB Unlocked Smartphone AT&T T-Mobile Verizon Sprint,255559651778,2 GB,Quad Core,Samsung Galaxy S5 G900,Samsung,5.1 in,"2G, 3G, 4G, Bluetooth, GPS, Micro USB, Wi-Fi",Android,16.0MP,16 GB,39.89 to 50.34
8389,Samsung Galaxy Core Prime - 8GB - White (T-Mobile )SM-G360T Battery Not Included,404505891793,1 GB,Quad Core,Samsung Galaxy Core Prime,Samsung,4.5 in,"Bluetooth, GPS, Wi-Fi, USB",Android,5.0 MP,8 GB,20.00
8391,Mobile phone NOMI  i241+ Unlocked,145328444753,,,I241+,NOMI,1.5 in,2G,,1.3 MP,32 MB,9.00
8392,Apple iPhone SE 2 A2275 T-mobile Unlocked 64GB Black C,186046919044,,,iPhone SE 2,Apple,,,,,64GB,129.99
8395,Nokia C7 Original 8GB 8MP Working Mobile Cell Phone Grey 3G Wi-Fi Java Unlocked,403702180402,,,Nokia 7,Nokia,,3G,,8.0 MP,8 GB,45.00
8396,Apple iPhone XR - 64GB - T-Mobile,193700464452,,,Apple iPhone XR,Apple,,,iOS,,64 GB,400.00
8397,Nokia 6220c Classic 3G Original Cell Phones GPS mp3 player FM radio Mobile Phone,274598333574,,,Nokia 6220c,Nokia,"2.2""",,Symbian,5MP,<2GB,49.99
8398,Samsung SM-G360P Galaxy Prevail LTE Boost Mobile Phone  GOOD ,176019893167,,Quad Core,Samsung Galaxy Prevail LTE,Samsung,4.5 in,"5G, Bluetooth, 4G, Wi-Fi, 2G",Android,2.0 MP,8 GB,39.90
8399,Motorola G Play 2023 XT2271-5 Boost Mobile Unlocked 32GB Blue C,195970458516,,,G Play 2023,Motorola,,,,,32GB,99.99
8400,Apple iPhone 8  (PRODUCT)RED - 64gb - (T-Mobile) A1897 (GSM),256163128461,,Hexa Core,Apple iPhone 8 Plus,Apple,5.5 in,"Bluetooth, Wi-Fi, NFC",iOS,12.0 MP,64gb,225.00
8401,Nokia 6500sl MOBILE PHONE WORKING TESTED UNLOCKED,155021645929,,,6500sl,Nokia,2.2 in,3G,Symbian,3.2 MP,20mb,16.00
8403,Lot of 3 Samsung SGH T599 T959 (T-Mobile) Cell Phone 1st Production MINT,165333254104,,,3 different,Samsung,,,Android,,123 KB,49.88
8404,Samsung Galaxy J700F 5.5 Unlocked 1.5GB 16GB LTE 4G 13MP Dual SIM Mobile Phone,386078411086,1.5GB,Octa Core,Samsung Galaxy J700F,Samsung,5.5 in,"2G, 3G, 4G, Bluetooth, GPS, LTE, Micro USB, NFC, Quad-Band, Wi-Fi",Android,13.0 MP,16 GB,70.00
8405,Original Unlocked Motorola V360 GSM Mobile Phone 1.9 in Bluetooth Flip-Phone,363187527752,<128M,,MOTOROLA V360,Motorola,"1.9""",,Java,0.3MP,2<MB,50.99
8406,Apple iPhone XR 64GB Unlocked Verizon At&t T-Mobile (CDMA + GSM) Pristine,115447533217,2 GB,,iPhone XR,Apple,,"LTE, 2G, 3G, 4G, 5G, WI-FI, NFC, GPS, Bluetooth",iOS,12.0 MP,"64GB, 128GB, 256GB",157.00 to 273.00
8407,Apple iPhone 8 Plus 64GB Unlocked Verizon At&t T-Mobile Smartphone GRADE A,115647041755,2 GB,,iPhone 8 PLUS,Apple,,"LTE, 2G, 3G, 4G, 5G, WI-FI, NFC, GPS, Bluetooth",iOS,12.0 MP,"64GB , 256GB",141.00 to 195.00
8408,Apple iPhone 11 64GB Unlocked Verizon At&t (GSM + CDMA) IOS 4G LTE,276151744665,2 GB,,Iphone 11,Apple,,"LTE, 2G, 3G, 4G, 5G, WI-FI, NFC, GPS, Bluetooth",iOS,12.0 MP,64GB,179.00 to 301.00
8409,Original HTC ONE MAX Unlocked Quad-core 2GB RAM 16GB ROM GPS WIFI Android 5.9 in,174488049322,2GB,Quad Core,HTC One Max,HTC,"5.9""",,Windows Mobile,"4MP Back, 2.1MP Front",16GB,118.74
8410,Apple iPhone 7 128GB Unlocked Smartphone - Very Good,114988463975,2 GB,Quad Core,iPhone 7,Apple,4.7 in,"LTE, 2G, 3G, 4G, 5G, WI-FI, NFC, GPS, Bluetooth",iOS,12.0 MP,"32GB , 128GB , 256GB",88.00 to 128.00
8411,Apple iPhone XR 64GB Unlocked Verizon T-Mobile (GSM + CDMA) Free Return,115750929208,2 GB,,iPhone XR,Apple,,"LTE, 2G, 3G, 4G, 5G, WI-FI, NFC, GPS, Bluetooth",iOS,12.0 MP,"64GB, 128GB, 256GB",157.00 to 246.00
8413,Original Nokia X2 Dual sim RM-1013 1GB RAM 4GB ROM 3G WCDMA 5MP Camera,235056700547,1GB,Dual Core,Nokia X2 RM-1013,Nokia,"5.0""",,Windows Mobile,5.0MP,4GB,51.29
8414,arrows Fujitsu arrows RX SIM Free White Mobile Phone Smartphone SIM Unlocked,265521543611,,,arrows RX,Fujitsu,,,,,32 GB,236.55
8417,Apple iPhone 7 128GB Matte Black Verizon Unlocked Good Condition,276151284874,2 GB,Quad Core,iPhone 7,Apple,4.7 in,"LTE, 2G, 3G, 4G, 5G, WI-FI, NFC, GPS, Bluetooth",iOS,12.0 MP,,89.00 to 120.00
8418,Samsung Galaxy S5 G900 16GB ATT T-Mobile GSM Unlocked 4G Android Smartphone Good,385826877075,2 GB,Quad Core,Samsung Galaxy S5,Samsung,5.1 in,"2G, 3G, 4G, Bluetooth, GPS, Micro USB, Wi-Fi, 4G, 4G+, Wi-Fi",Android,16.0 MP,16 GB,45.60
8419,Samsung Galaxy A13 5G SM-A136U - 64GB - Black (T-Mobile),144914848201,4 GB,Octa Core,Samsung Galaxy A13 5G,Samsung,6.5 in,"5G, Bluetooth, Wi-Fi, NFC",Android,"50.0 MP, 2.0 MP",64 GB,130.00
8420,Samsung SGH-T101g GSM Bar Mobile Cell Phone Tracfone Black/Sliver w/Batt,113119552037,,,LG 306G,Samsung,,,,,,28.00
8421,Apple iPhoneXR 64GB Unlocked At&t WIFI IOS (CDMA + GSM) All Colors Smartphone,276151919745,2 GB,,iPhone XR,Apple,,"LTE, 2G, 3G, 4G, 5G, WI-FI, NFC, GPS, Bluetooth",iOS,12.0 MP,"64GB, 128GB, 256GB",158.00 to 247.00
8423,Alcatel One Touch A30 Fierce 5049Z for MetroPCS T-Mobile Smartphone,256302623900,2 GB,Quad Core,Alcatel One Touch A30,Alcatel,5.5 in,"4G, LTE",Android,1.3 MP,32 GB,49.00
8424,Kyocera C6740 Hydro Wave T-Mobile Smartphone  GOOD ,175822967414,8 GB,Quad+Quad Core,Kyocera Hydro Wave,Kyocera,"5""","Bluetooth, Micro USB, 4G, LTE, Tri-Band, 2G, Dual-Band, NFC, Wi-Fi, 3G, GPS",Android,5.0 MP,8 GB,27.90
8426,Samsung Galaxy Z Flip3 5g - SM-F711U - 128GB - Lavender T-Mobile - UL (z04969),285522937072,,,Galaxy Z Flip3 5G,Samsung,,,Android13,,128GB,202.12
8427,Samsung Galaxy S21 5G SM-G991U T-mobile  128GB  Gray Excellent Light Burn,195976667467,8 GB RAM,,Galaxy S21 5G,Samsung,,,,,128GB,239.99
8428,Samsung Galaxy A42 5G SMA426U 128GB Prism Dot Black (T-mobile) - Open Box,144877741898,4 GB,Octa Core,Samsung Galaxy A42 5G,Samsung,6.6 in,"USB Type-C, 5G, Bluetooth, Wi-Fi, NFC",Android,48.0 MP,128 GB,165.00
8429,LG K51 32GB Black LM-K500 (T-Mobile) Reduced Price zW2151,404463504636,3 GB,Octa Core,LG K51,LG,6.5 in,"4G, Bluetooth, USB Type-C, Wi-Fi",Android,5.0MP 13.0MP 2.0MP,32 GB,55.00
8430,Motorola G Pure XT2163-4 Cellphone (Blue 32GB) T-Mobile,166437508372,,,G Pure,Motorola,,,,,32GB,38.08
8432,HTC Desire 500 mobile for sale does not load the system!,386250012307,,,other,HTC,,,,,none,20.00
8433,Samsung Galaxy S8 SM-G950U T-mobile Unlocked 64GB Silver Excellent Light Burn,196003854196,,,Galaxy S8,Samsung,,,,,64GB,109.99
8434,ZTE ZFIVE L LTE Z861BL 8GB Black (Simple Mobile) Android Smartphone - AS IS,233572264268,1 GB,Quad Core,ZTE ZFIVE L LTE,ZTE,5 in,"4G, Bluetooth, GPS, LTE, USB Type-C, Wi-Fi",Android,5.0 MP,8 GB,14.99
8435,LG LS777 Stylo 3 Sprint/Unlocked Smartphone Touch Screen GOOD,256259093440,2 GB,Octa Core,LG G Stylo,LG,5.7 in,"3G, GPS, 4G, Bluetooth, Wi-Fi",Android,13.0 MP,16 GB,59.95
8436,"F5 Pro Factory Unlocked Smartphone 7.3"" 4G 5G Android Dual SIM Mobile Phone OTG",314982172745,4/6/8/12/16GB,Deca Core,LX-U29,Lanxus,7.3 in,"2G, 3G, 4G, 4G+, Bluetooth, GPS, Headphone Jack, Wi-Fi, USB Type-C, 5G",Android,50MP+108MP,,119.99 to 168.99
8437,Samsung Galaxy Z Flip4 SM-F721U - 128GB - Bora Purple (T-Mobile) - Very Good,235214195356,8 GB,Octa Core,Samsung Galaxy Z Flip4,Samsung,"6.7 in, 1.9 in","5G, Bluetooth, Wi-Fi",Android,12.0 MP,256 GB,261.24
8438,Unlocked Sony Ericsson W380 W380i English Russian Arabic keyboard Mobile Phone,194023663198,,,Sony Ericsson W380 W380i,Sony Ericsson,"1.9""",,Symbian,1.3MP,&lt;2GB,53.19
8441,5 LG K330 K7 T-Mobile Smartphone Lot GPS GOOD ,256299677112,,Quad Core,LG K7,LG,5 in,"Bluetooth, Wi-Fi, USB",Android,5.0 MP,8 GB,159.95
8442,Sealed Samsung Galaxy S10 128GB SM-G973U Unlocked Orange AT&T T-Mobile Verizon,355180441968,8 GB,Octa Core,Samsung Galaxy S10,Samsung,6.1 in,"3G, 4G, Bluetooth, GPRS, GPS, LTE, NFC, USB Type-C, WAP, Wi-Fi",Android,16.0 MP,128 GB,270.59
8444,Huawei Y7 Prime (2019) Original 3GB RAM 64GB ROM Dual SIM Android Mobile Phone,175973314694,3GB,Octa Core,Huawei Y7 Prime (2019),Unbranded/Generic,"6.26""","2G, 3G, 4G",Android,13.0MP,64GB,101.89
8445,LG Stylo 4 32GB Black T- Mobile Android 4G LTE Smartphone,404474969423,2 GB,Octa Core,LG Stylo 4,LG,6.2 in,"3G, 4G, Bluetooth, GPS, Headphone Jack, LTE, USB Type-C, Wi-Fi",Android,13.0 MP,32 GB,49.99
8446,Motorola Razr 5G (2020) Polished Graphite 256GB 8GB RAM (T-Mobile) - EXCELLENT,276058172554,8 GB,Octa Core,Motorola Razr 5G,Motorola,"2.7 in, 6.2 in","USB Type-C, 5G, Bluetooth, Wi-Fi, NFC, GPS",Android,48.0 MP,256 GB,265.00
8447,Apple iPhone 8 64GB 128GB 256GB Unlocked Verizon At&t T-Mobile Twigby LTE,276151235021,2 GB,Hexa Core,,Apple,4.7 in,"LTE, 2G, 3G, 4G, 5G, WI-FI, NFC, GPS, Bluetooth",iOS,12.0 MP,Various,93.00 to 176.00
8450,Nokia E66 Mobile Phone 3G WIFI Bluetooth 3.15MP Camera - Unlocked,394416204336,512mb,Single Core,Nokia E66,Nokia,3 in,"3G, Bluetooth, GPRS, GPS",Symbian,3.15 MP,3 MB,44.00
8451,Samsung Galaxy Z Flip3 5G SM-F711U - 128GB - Phantom Black (T-Mobile),304944088771,8 GB,Octa Core,Samsung Galaxy Z Flip3 5G,Samsung,"6.7 in, 1.9 in","5G, Bluetooth, Wi-Fi",Android,12.0 MP,128 GB,300.00
8452,Apple iPhone 11 - 64GB - Purple (T-Mobile),155521615808,,Hexa Core,Apple iPhone 11,Apple,6.1 in,"Bluetooth, 4G, Wi-Fi, Lightning, NFC",iOS,12.0 MP,64 GB,300.00
8455,1 Set Handphone High Resolution Multifunctional Big Button Spare Mobile Phone 2g,314952867406,,,None,Unbranded,,,,,Does Not Apply,21.76 to 22.26
8458,UNTESTED Pair of 2 Motorola Clutch i465 - Red (Boost Mobile) Smartphone,154171576494,,,i465,Motorola,,,,,20 MB,39.95
8460,"Motorola XT2052-6 Moto E 6.2"" 32GB Sprint T-Mobile Only"" Midnight Blue 4G LTE",363966781195,2 GB,Octa Core,Motorola Moto E (2020),Motorola,6.2 in,"Bluetooth, 4G, Wi-Fi, Micro USB, GPS",Android,"13.0 MP, 2.0 MP",32 GB,74.95
8463,"Original Nokia E5 Unlocked 3G network WIFI GPS Mobile Phone 5MP Camera 2.4""",404484971802,128MB,Single Core,Nokia E5-00,Nokia,2.4 in,Micro USB,Symbian,5.0 MP,512 MB,24.00
8464,Motorola MOTO RIZR Z8 Slide Mobile Phone Camera Bluetooth Unlocked 3G HSDPA 2100,275300143317,,,Motorola RIZR Z8,Motorola,"2.2""","2G, 3G",Java,2MP,2<MB,67.63
8467,"Lot Of 4 Mobile Phones Spares And Repairs (Samsung, LG, Nokia x2)",334722542030,,,5230,Nokia,,,,,0.5 MB,21.00
8468,Motorola Triumph Triumph - 2GB - Black (Virgin Mobile) Smartphone,334477797806,,,Motorola Triumph,Motorola,4.1 in,,,5.0 MP,2 GB,120.00
8469,"Nokia 6101 mobile for sale Internal display faulty, uses telenor hu sim card.. F",386255056891,,,other,Nokia,,,,,none,15.00
8471,Motorola Clutch i465 - Black (Boost Mobile) Cellular Phone FRE SHIPPING,225612586885,,,,Motorola,,,,,20 MB,49.99
8472,Cloud Mobile Stratus C5 Duo Sime Android Tested Working 0426-03M,394590231951,,,C5 Stratus,Cloud Mobile,,,Android,,16 GB,24.00
8473,NEW UNLOCKED Samsung Galaxy S10 SM-G973U 128GB T-MOBILE AT&T VERIZON,204467438922,8 GB,Octa Core,Samsung Galaxy S10,Samsung,6.1 in,"3G, 4G, Bluetooth, GPRS, GPS, LTE, NFC, USB Type-C, WAP, Wi-Fi",Android,12.0 MP,,269.79
8475,Samsung Galaxy S20 Ultra 5G SM-G988U T-Mobile Unlocked 128GB Cosmic Black C,175881801810,11 GB RAM,,Galaxy S20 Ultra 5G,Samsung,,,,,128GB,259.99
8476,SHARP AQUOS sense4 basic A003SH Light Copper SIM Free Mobile Phone Smartphone,265521614259,,,AQUOS sense4 basic A003SH Light Copper,Sharp,,,,,unknown,171.00
8477,Motorola XT1548 MOTO G - 8GB - Black (Unknown Carrier)  !! FOR PARTS ONLY !! ,265074355682,1 GB,--,Motorola Moto G,Motorola,5 in,Bluetooth,Android,13.0 MP,8 GB,3.52
8480,Mobile Phone 4000mAh Battery 4G Network 64GB ROM 3 Card Slots Front 8MP Rear,355211351061,,,As the description shows,Unbranded,,,,,As the description shows,83.85
8482,Motorola Moto E (2020) - 32GB - Midnight Blue (Boost Mobile) (Single SIM),234004086125,2 GB,Octa Core,Motorola Moto E,Motorola,6.2 in,"Bluetooth, 4G, Wi-Fi, Micro USB",Android,13.0 MP,32 GB,79.00
8484,"Hotwav Cyber 7 5G 6.3"" Android Mobile Phone 8Gb + 128Gb 20MP Night Vision Camera",313850987234,8 GB,MediaTek Dimensity 700 2.2GHz Octa-core,Hotwav Cyber 7,Hotwav,"6.3 in FHD+ IPS, Capacitive","2G, 3G, 4G, 4G+, 5G, Bluetooth, GPS, Wi-Fi, NFC, LTE, USB Type-C, OTG",Android,48MP + 8MP + 2MP + 20MP Night Vision Camera,128 GB,363.00
8485,Motorola Clutch i465 - Black ( Boost Mobile ) Cellular Phone,325635695998,,,i465,Motorola,,,,,20 MB,18.69
8486,T-Mobile / Lyca / Mint / Metro LG Stylo 2 K550 4G LTE Smart Cell Phone ^ READ,334088815491,,Octa Core,LG Stylo 2 Plus,LG,5.7 in,"Bluetooth, Wi-Fi",Android,,16 GB,24.80
8487,Mobile Phone 2G Unlocked 1800mah Super Long Standby Dual Card Dual Standby Kit,256111272909,,,as the description,Unbranded,,unknown,,,as the description,23.29 to 26.06
8488,VERY GOOD Motorola G Pure XT2163-4  32GB Deep Indigo T-Mobile Unlocked,295516586708,,,Moto G Pure,Motorola,,4G,Android,,32 GB,89.00
8489,"2.8"" Nokia 2660 Flip Dual-SIM 4G LTE Flip Mobile Phone",325783494557,512MB,Single Core,Nokia 2660 Flip,Nokia,2.8 in,4G,,5.0MP,128MB,82.80
8492,Unlocked Original NOKIA 301 Mobile Phone 3MP 2.4' Single Dual Sim Card 3.15 MP,284142366642,64MB,Single Core,301,Nokia,2.4 in,"2G, 3G",Symbian,3.15MP,<256MB,41.85 to 45.57
8493,LG K3 LS450 - Black ( Boost Mobile ) 4G LTE Android Smartphone - Bundled,325264629828,,Quad Core,LS450,LG,4.5 in,"Bluetooth, Wi-Fi, USB",,5.0 MP,8 GB,28.89
8494,Samsung A02s 32GB 2GB Smartphone Black GSM (Unlocked) T-Mobile Metro SM-A025U,234668202135,2 GB,Octa Core,Samsung Galaxy A02s,Samsung,6.5 in,"USB Type-C, Bluetooth, Wi-Fi",Android,"13.0 MP, 2.0 MP",32 GB,109.99
8495,6.53 Inch Smartphone Blue X40 Mobile Phone For Home,364585513454,,,As the description shows,Unbranded,,,,,As the description shows,98.32
8496,Samsung SM-J727T Galaxy J7 Prime T-Mobile Smartphone HD Voice GOOD (Gold),256188283447,2 GB,Quad Core,Samsung Galaxy S7,Samsung,5.1 in,"Bluetooth, 4G, Wi-Fi, NFC",Android,12.0 MP,32 GB,74.95
8498,Luxury MPARTY LT2 Mobile Phone Bluetooth Dual Sim Stainless Metal Body Unlocked,233608063176,32MB,Single Core,LT2,MPARTY,"1.8""","2G, Bluetooth",No Smartphone,"Single Camera, back camera 0.3MP",32MB,47.99 to 48.99
8499,Samsung Galaxy S4 SGH-M919 16GB Black Mist T-Mobile Smartphone Cellphone M919,203162070573,2GB,Quad Core,Samsung Galaxy S4,Samsung,5 in,"Bluetooth, Wi-Fi, Micro USB",Android,13.0 MP,16 GB,45.00
8500,Apple iPhone 8 64GB Unlocked GSM/CDMA AT&T T-Mobile Verizon Fair Used,256105875019,2 GB,Quad Core,Apple iPhone 8,Apple,4.7 in,"4G, Bluetooth, GPS",iOS,12.0 MP,64 GB,139.95
8501,Samsung Galaxy S4 SGH-M919 Black (T-Mobile) 4G LTE Touch Smartphone Tested,134333206474,2 GB,Quad Core,Samsung Galaxy S4,Samsung,5 in,"2G, 3G, 4G, Bluetooth, GPS, LTE, Micro USB, Wi-Fi",Android,13.0 MP,16 GB,59.99
8502,Nokia 2760 MOBILE PHONE FOR SPARES REPAIRS PARTS,153891832203,,,Nokia 2760,Nokia,,,,,1 MB,10.00
8503,"Original NOKIA 6280 3G Bluetooth MP3 MP4 Player 2.2"" Unlocked Slide Mobile Phone",363194537668,<1GB,,NOKIA 6280,Nokia,,,Symbian,2MP,<2GB,65.79
8504,Cellphone Nokia N70 Fashion 2G 3G Bluetooth FM Music Orignal Mobile Phone,354027150609,<1GB,,Nokia N70,Nokia,"2.4""",,Symbian,2.0MP,<2GB,48.39
8505,Nokia 2600 Classic (Unlocked) Mobile Phone Immaculate Condition with Charger,266226913872,64MB,Single Core,Nokia 2600,Nokia,1.8 in,"2G, Bluetooth, Micro USB, Quad-Band, Tri-Band, WAP",Symbian,None,16 MB,50.44
8506,Samsung GT-E2202 Dual Sim Bluetooth JAVA Unlocked 2G GSM 900/1800 Mobile Phone,155534969900,&lt;12 MB,Single Core,Samsung Metro E2202,Samsung,"1.8""",2G,NO,0.3 MP,&lt;2G,29.44
8509,Sanyo SCP 3810 - Mirro Silver talk-text-web Flip Cellular Phone (Boostbmobile),285322392293,,,Sanyo SCP-3200,SANYO,,,,,12 MB,25.00
8510,Brand New Boost Mobile Alcatel One Touch Fling phone,354463816677,,,Alcatel U5,Alcatel,2.4 in,,,2.0 MP,4 GB,49.95
8511,Samsung Galaxy Z Flip 4 - SM-F721U - 256GB - Blue (T-Mobile - Locked) (s01466),256275423478,,,Galaxy Z Flip 4,Samsung,,,Android12,,256GB,415.83
8514,Lge Wing 5g - LM-F100 - 256GB - Gray (T-Mobile - Unlocked)  (z04434),285503005644,,,Wing 5G,LGE,,,Android 11,,256GB,171.76
8516,Samsung Convoy 2 SCH-U660 Black Flip Phone Mobile Flip Phone,184939320766,,,Samsung Convoy 2,Samsung,,,,,n/a,8.99
8517,Nokia N95 Original Mobile Phone 3G HSDPA 2100 WIFI GPS 5MP Cellphone Unlocked,403122865062,64M,,Nokia N95,Nokia,"2.6""",,Symbian,5MP,&lt;1GB,55.41
8518,LG Optimus F3 VM720 - 4GB - Titanium Silver (Virgin Mobile) Smartphone - AS IS,234227513051,1 GB,Dual Core,LG Optimus F3,LG,4 in,"Bluetooth, GPS, Micro USB, Wi-Fi",Android,5.0 MP,1.24 GB,9.99
8519,W350 Sony Ericsson W350c mobile phone Original Unlocked W350i cell phone W350a,185128161652,,Single Core,Sony Ericsson W350i,Sony Ericsson,"1.9""",,Android,1.3MP,<1GB,35.99
8522,"Original Motorola W510 Unlocked Mobile Phone Bluetooth 1.3MP GSM Flip-Phone 1.9""",334939207204,&lt;128M,,Motorola W510,Motorola,"1.9""",,Java,1.3MP,2&lt;MB,34.95
8523,SONY ERICSSON T610   Mobile Phone,192748691513,,,Sony Ericsson T610,Sony Ericsson,,,,,2 MB,12.74
8526,LG VX4700 Verizon Cell Phone Speakerphone Easy Flip CDMA Mobile 1xRTT 2G,204209322532,,,VX4700,LG,,"2G, Dual-Band",Android,,512 MB,6.00
8528,ZTE Max N9520 8GB Gray (Boost Mobile) Android Smartphone DAMAGED - AS IS,233821407664,1 GB,,ZTE Max,ZTE,5.7 in,"Bluetooth, GPS, Wi-Fi",Android,8.0 MP,8 GB,14.99
8529,"Huawei P20 Lite Dual SIM 4GB RAM 32/64/128GB ROM 5.84"" 16MP Mobile Phone Android",145408641939,4GB,Octa Core,Huawei P20 Lite,Unbranded/Generic,"5.84""","2G, 3G, 4G",Android,16.0MP,32GB 64GB 128GB,88.98 to 105.13
8531,Samsung Galaxy S5 16GB Verizon US Cellular GSM Unlocked AT&T T-Mobile Very Good,384645945831,2 GB,Quad Core,Samsung Galaxy S5,Samsung,5.1 in,"2G, 3G, 4G, Bluetooth, GPS, Micro USB, Wi-Fi",Android,16.0 MP,16 GB,50.35
8532,LG K51 32GB Black LM-K500 (T-Mobile) Reduced Price zW2151,404463505545,3 GB,Octa Core,LG K51,LG,6.5 in,"4G, Bluetooth, USB Type-C, Wi-Fi",Android,5.0MP 13.0MP 2.0MP,32 GB,55.00
8534,Samsung S8 Active G892 64GB Smartphone AT&T T-mobile Unlocked Android Open Box A,385131304753,4 GB,Octa-core,Samsung Galaxy S8 Active,Samsung,5.8,"3G, 4G, Bluetooth, GPS, Wi-Fi",Android,12.0 MP,64 GB,125.30
8535,New in Box Apple iPhone 6s 128GB Unlocked Gray Smartphone AT&T T-mobile Verizon,314936326872,2 GB,Dual Core,Apple iPhone 6s,Apple,4.7 in,"3G, 4G, Bluetooth, GPRS, GPS, Lightning, LTE, WAP, Wi-Fi",iOS,12.0 MP,128 GB,199.99
8538,GARMINfone ASUS Nuvifone A50 T-Mobile Touch Screen GPS Smartphone 01000846 SBP21,325880502870,,,Nuvifone A50,GARMINfone ASUS,,GPS,Android,,9 KB,24.99
8539,"Acer beTouch E120 2.8"" lcd mobile phone - Black / White",364408568292,,,e120,Acer,2.8 in,,,,n/a,142.28
8540,Samsung Galaxy On5 - SM-G550T - 8GB - White - C Stock Battery Not Included,404508230764,,,Samsung Galaxy On5,Samsung,,,Android,,8 GB,12.00
8541,READ 1ST Samsung Katalyst SGH-T739 Silver (T-Mobile) Fast Ship Test Cell Phone,154424898444,,,Samsung SGH-T739,Samsung,,,,,5 MB,34.88
8542,Apple iPhone 6s - 16GB - Rose Gold (T-Mobile) A1688 & Apple iPhone 6,113719521529,,Dual Core,Apple iPhone 6s,Apple,4.7 in,"Bluetooth, Wi-Fi, NFC",,12.0 MP,16 GB,75.00
8543,Virgin Mobile Pay Lo LG 101 - New in Unopened Box ,255233907297,,,LG101,LG,,,Android,,N/A,18.00
8544,Alcatel OneTouch VM575 (Unlocked) Mobile Phone Immaculate Condition With Charger,265987069383,1 GB,Single Core,OT-VM575,Alcatel,1.4 in,"2G, Bluetooth, Dual-Band, Micro USB, Tri-Band, Headphone Jack",Symbian,0.3 MP,128 MB,25.21
8545,READ 1ST Motorola CLIQ 2 MB611 (T-Mobile) Fast Ship Excellent Used Test Unit 1,154440075144,,,MB611,Motorola,,,,,2 MB,29.88
8547,Unlocked Original Nokia E72 3G Bluetooth 5MP GPS WIFI  FM radio Bar Mobile Phone,285270842867,128MB,,Nokia E72,Nokia,2.36 in,"2G, 3G, Bluetooth, GPS, Micro USB, Quad-Band, Wi-Fi",Symbian OS 9.3,5.0 MP,250MB,35.99
8549,Original Sony Ericsson W910 W910i 930 mAh 5MP 3G Bluetooth Unlocked Mobile Phone,274471473900,,,Sony Ericsson W910i W910,Sony Ericsson,"2.4""",,Symbian,2.0MP,&lt;2GB,39.39
8550,"Samsung Galaxy A9 A9000 2016 Duos dual-SIM Android 4G LTE 6"" Mobile Phone 13MP",256107399873,3GB,Octa Core,Samsung Galaxy A9,Samsung,"6.0""",,Android,13MP,32GB,111.85
8551,LG Optimus L90 GSM Touchscreen T-Mobile Smart Phone With Box & Manual,325552822358,,Quad Core,LG Optimus L90,LG,4.7 in,4G,Android,5.0 MP,8 GB,69.08
